"X2","X3","X4","X5","X6","X7","X8","X9","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Ovulinatidae","Ovulinata","Ovulinata_parva","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Euglyphida","Ovulinatidae","Ovulinata",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Nicolea","Nicolea_zostericola","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Nicolea",NA
"Eukaryota","Apusozoa","Apusomonadidae","Apusomonadidae_Group-1","Apusomonadidae_Group-1_X","Apusomonadidae_Group-1_XX","Amastigomonas","Amastigomonas_sp.","Eukaryota","Apusozoa","Apusomonadidae","Apusomonadidae_Group-1","Apusomonadidae_Group-1_X","Apusomonadidae_Group-1_XX","Amastigomonas",NA
"Eukaryota","Rhizaria","Radiolaria","RAD-C","RAD-C_X","RAD-C_XX","RAD-C_XXX","RAD-C_XXX_sp.","Eukaryota","Rhizaria","Radiolaria","RAD-C",NA,NA,NA,NA
"Eukaryota","Rhizaria","Radiolaria","Acantharea","Acantharea-Group-VI","Acantharea-Group-VI_X","Acantharea-Group-VI_XX","Acantharea-Group-VI_XX_sp.","Eukaryota","Rhizaria","Radiolaria","Acantharea","Acantharea-Group-VI",NA,NA,NA
"Eukaryota","Rhizaria","Radiolaria","Acantharea","Arthracanthida-Symphyacanthida","Arthracanthida-Symphyacanthida_X","Acanthometra","Acanthometra_sp.","Eukaryota","Rhizaria","Radiolaria","Acantharea","Arthracanthida-Symphyacanthida","Arthracanthida-Symphyacanthida_X","Acanthometra",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Sabella","Sabella_pavonina","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Sabella",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Schizobranchia","Schizobranchia_insignis","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Schizobranchia",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Amphicorina","Amphicorina_ascidicola","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Amphicorina",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Amphicorina","Amphicorina_mobilis","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Amphicorina",NA
"Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Haliclona","Haliclona_curacaoensis","Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Haliclona",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Spirobranchus","Spirobranchus_corniculatus","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Spirobranchus",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Pseudochitinopoma","Pseudochitinopoma_occidentalis","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Pseudochitinopoma",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Bos","Bos_taurus","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Bos",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Protula","Protula_sp.","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Protula",NA
"Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonema-Group-1","Telonema_subtile","Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonema-Group-1",NA
"Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Amphimedon","Amphimedon_compressa","Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Amphimedon",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Bos","Bos_indicus","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Bos",NA
"Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Haliclona","Haliclona_sp.","Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Haliclona",NA
"Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Siphonochalina","Siphonochalina_sp.","Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Siphonochalina",NA
"Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Haliclona","Haliclona_tubifera","Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Haliclona",NA
"Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Calyx","Calyx_sp.","Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Calyx",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Terebellides","Terebellides_stroemii","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Terebellides",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Terebellides","Terebellides_californica","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Terebellides",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Amphisamytha","Amphisamytha_galapagensis","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Amphisamytha",NA
"Eukaryota","Opisthokonta","Metazoa","Metazoa_X","Metazoa_XX","Metazoa_XXX","Metazoa_XXXX","Metazoa_XXXX_sp.","Eukaryota","Opisthokonta","Metazoa",NA,NA,NA,NA,NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Serpula","Serpula_vermicularis","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Serpula",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Dasybranchus","Dasybranchus_caducus","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Dasybranchus",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Prionospio","Prionospio_dubia","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Prionospio",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Poecilochaetus","Poecilochaetus_serpens","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Poecilochaetus",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Spiophanes","Spiophanes_kroeyeri","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Spiophanes",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Prionospio","Prionospio_cirrifera","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Prionospio",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Aurospio","Aurospio_dibranchiata","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Aurospio",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Dodecaceria","Dodecaceria_atra","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Dodecaceria",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Melinna","Melinna_sp.","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Melinna",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Samytha","Samytha_sexcirrata","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Samytha",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Amphisamytha","Amphisamytha_bioculata","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Amphisamytha",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Anobothrus","Anobothrus_gracilis","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Anobothrus",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Lanice","Lanice_conchilega","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Lanice",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Notomastus","Notomastus_sp.","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Notomastus",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Sabellaria","Sabellaria_cementarium","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Sabellaria",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Sabellaria","Sabellaria_alveolata","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Sabellaria",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Vejdovskyella","Vejdovskyella_comata","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Vejdovskyella",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Eunice","Eunice_pennata","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Eunice",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Eunice","Eunice_sp.","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Eunice",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Eunice","Eunice_impexa","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Eunice",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Diopatra","Diopatra_ornata","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Diopatra",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Eunice","Eunice_americana","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Eunice",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Marphysa","Marphysa_sanguinea","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Marphysa",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Travisia","Travisia_pupa","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Travisia",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Tharyx","Tharyx_sp.","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Tharyx",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Metasychis","Metasychis_disparidentata","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Metasychis",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Sipunculus","Sipunculus_nudus","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Sipunculus",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Lumbrineris","Lumbrineris_latreilli","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Lumbrineris",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Aricidea","Aricidea_wassi","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Aricidea",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Travisia","Travisia_brevis","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Travisia",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Praxillella","Praxillella_pacifica","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Praxillella",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Scalibregma","Scalibregma_inflatum","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Scalibregma",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Caulleriella","Caulleriella_parva","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Caulleriella",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Terebellidae","Lysilla_sp.","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Lysilla",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Loimia","Loimia_medusa","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Loimia",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Polycirrus","Polycirrus_sp.","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Polycirrus",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Ophelina","Ophelina_sp.","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Ophelina",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Ophelina","Ophelina_acuminata","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Ophelina",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Eclysippe","Eclysippe_vanelli","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Eclysippe",NA
"Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Hymedesmia","Hymedesmia_sp.","Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Hymedesmia",NA
"Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Phorbas","Phorbas_punctatus","Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Phorbas",NA
"Eukaryota","Opisthokonta","Fungi","Entomophthoromycota","Entomophthoromycotina","Entomophthorales","Basidiobolus","Basidiobolus_haptosporus","Eukaryota","Opisthokonta","Fungi","Entomophthoromycota","Entomophthoromycotina","Entomophthorales","Basidiobolus",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Procavia","Procavia_capensis","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Procavia",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Myotis","Myotis_lucifugus","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Myotis",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Lepidosauria","Colobosaura","Colobosaura_modesta","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Lepidosauria","Colobosaura",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia","Mammalia_X","Mammalia_X_sp.","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia","Dipodomys","Dipodomys_ordii","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia","Dipodomys",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Hexamermis","Hexamermis_albicans","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Hexamermis",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Felis","Felis_catus","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Felis",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Delphinapterus","Delphinapterus_leucas","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Delphinapterus",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Chondrichthyes","Orectolobus","Orectolobus_ornatus","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Chondrichthyes","Orectolobus",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Teleostei","Paralichthys","Paralichthys_olivaceus","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Teleostei","Paralichthys",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Teleostei","Acanthogobius","Acanthogobius_flavimanus","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Teleostei","Acanthogobius",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Teleostei","Nematalosa","Nematalosa_erebi","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Teleostei","Nematalosa",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Amphibia","Odontophrynus","Odontophrynus_americanus","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Amphibia","Odontophrynus",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Chondrichthyes","Galeocerdo","Galeocerdo_cuvier","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Chondrichthyes","Galeocerdo",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Teleostei","Echiophis","Echiophis_punctifer","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Teleostei","Echiophis",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Protopterus","Protopterus_sp.","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Protopterus",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Craniata_XX","Craniata_XXX","Craniata_XXX_sp.","Eukaryota","Opisthokonta","Metazoa","Craniata",NA,NA,NA,NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia","Trichosurus","Trichosurus_vulpecula","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia","Trichosurus",NA
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Laonice","Laonice_sp.","Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Laonice",NA
"Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Hemimycale","Hemimycale_columella","Eukaryota","Opisthokonta","Metazoa","Porifera","Porifera_X","Demospongiae","Hemimycale",NA
"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycetes","Pucciniomycetes_X","Pucciniomycetes_X_sp.","Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycetes",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Mytiloida","Mytilus","Mytilus_californianus","Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Mytiloida","Mytilus",NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Mytiloida","Mytilus","Mytilus_galloprovincialis","Eukaryota","Opisthokonta","Metazoa","Mollusca","Bivalvia","Mytiloida","Mytilus",NA
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Chelicerata","Arachnida","Proctophyllodes","Proctophyllodes_sp.","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Chelicerata","Arachnida","Proctophyllodes",NA
"Eukaryota","Opisthokonta","Fungi","Mucoromycota","Mucoromycotina","Mucoromycotina_X","Mucoromycotina_XX","Mucoromycotina_XX_sp.","Eukaryota","Opisthokonta","Fungi","Mucoromycota","Mucoromycotina",NA,NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_A","Spirotontonia","Spirotontonia_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_A","Spirotontonia",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_A","Laboea","Laboea_strobila","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_A","Laboea",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_A","Laboea","Laboea_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_A","Laboea",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Stenosemellidae","Stenosemellidae_X","Stenosemellidae_X_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Stenosemellidae",NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnida_X","Tintinnida_XX","Tintinnida_XX_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida",NA,NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnida_X","Tintinnopsis","Tintinnopsis_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnida_X","Tintinnopsis",NA
"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Apostomatia","Foettingeriidae","Hyalophysa","Hyalophysa_lwoffi","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Apostomatia","Foettingeriidae","Hyalophysa",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_A","Tontoniidae_A_X","Tontoniidae_A_X_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida",NA,NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_B","Pseudotontonia","Pseudotontonia_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Tontoniidae_B","Pseudotontonia",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida_D","Strombidiida_D_X","Strombidiida_D_XX","Strombidiida_D_XX_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida",NA,NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae_D","Strombidiidae_D_X","Strombidiidae_D_X_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae",NA,NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Steenstrupiella","Steenstrupiella_steenstrupii","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Steenstrupiella",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Amphorides","Amphorides_quadrilineata","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Amphorides",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Amphorellopsis","Amphorellopsis_acuta","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Tintinnidae","Amphorellopsis",NA
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae_G","Strobilidiidae_G_X","Strobilidiidae_G_X_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae",NA,NA
"Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_X","Oligohymenophorea_XX","Sathrophilus","Sathrophilus_sp.","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_X","Oligohymenophorea_XX","Sathrophilus",NA
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia","Callithrix","Callithrix_jacchus","Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia","Callithrix",NA
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta","Psychoda","Psychoda_alternata","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta","Psychoda",NA
"Eukaryota","Opisthokonta","Metazoa","Metazoa_X","Metazoa_XX","Metazoa_XXX","unclassified_Parvicapsulidae","Parvicapsulidae_gen.","Eukaryota","Opisthokonta","Metazoa","Metazoa_X","Metazoa_XX","Metazoa_XXX","Parvicapsulidae",NA
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta","Megaselia","Megaselia_scalaris","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Hexapoda","Insecta","Megaselia",NA
"Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Acoelomorpha","Conaperta","Conaperta_cirrata","Eukaryota","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Acoelomorpha","Conaperta",NA
"Eukaryota","Opisthokonta","Metazoa","Myxozoa","Myxozoa_X","Myxosporea","Zschokkella","Zschokkella_siegfriedi","Eukaryota","Opisthokonta","Metazoa","Myxozoa","Myxozoa_X","Myxosporea","Zschokkella",NA
"Eukaryota","Opisthokonta","Metazoa","Nematoda","Chromadorea","Haliplectoidea","Rhabdolaimus","Rhabdolaimus_aquaticus","Eukaryota","Opisthokonta","Metazoa","Nematoda","Chromadorea","Haliplectoidea","Rhabdolaimus",NA
"Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachniophyceae_X","LC104-lineage","LC104-lineage_X","LC104-lineage_X_sp.","Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachniophyceae_X","LC104-lineage",NA,NA
"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis_cordata","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Phaeocystales","Phaeocystaceae","Phaeocystis",NA
"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Penicillium","Penicillium_sabulosum","Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Penicillium",NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Heterobranchia","Hyalocylis","Hyalocylis_striata","Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Heterobranchia","Hyalocylis",NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Heterobranchia","Creseis","Creseis_sp.","Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Heterobranchia","Creseis",NA
"Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Heterobranchia","Sagaminopteron","Sagaminopteron_psychedelicum","Eukaryota","Opisthokonta","Metazoa","Mollusca","Gastropoda","Heterobranchia","Sagaminopteron",NA
