"X2","X3","X4","X5","X6","X7","X8","X9","kingdom","supergroup","division","class","order","family","genus","species"
"Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp."
"Eukaryota","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Ascidiacea","Doliolum",NA,"Eukaryota","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Ascidiacea","Doliolum",NA
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Maxillopoda_X","Maxillopoda_X_sp.","Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Maxillopoda_X","Maxillopoda_X_sp."
"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes",NA,NA,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes",NA,NA
"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes",NA,NA
"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Mataza-lineage","Mataza-lineage_X","Mataza-lineage_X_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Mataza-lineage","Mataza-lineage_X","Mataza-lineage_X_sp."
"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida",NA,NA,NA,"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida",NA,NA,NA
"Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp."
"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina",NA,NA,NA,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycotina",NA,NA,NA
"Eukaryota","Opisthokonta","Mesomycetozoa","Ichthyosporea","Ichthyosphonida","Abeoformidae_Group_MAIP_2","Abeoformidae_Group_MAIP_2_X","Abeoformidae_Group_MAIP_2_X_sp.","Eukaryota","Opisthokonta","Mesomycetozoa","Ichthyosporea","Ichthyosphonida","Abeoformidae_Group_MAIP_2","Abeoformidae_Group_MAIP_2_X","Abeoformidae_Group_MAIP_2_X_sp."
"Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp.","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp."
"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX",NA,NA
"Eukaryota","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp.","Eukaryota","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X","Chlorarachnida_XX","Chlorarachnida_XX_sp.","Eukaryota","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X","Chlorarachnida_XX","Chlorarachnida_XX_sp."
"Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp.","Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA
"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA
"Eukaryota","Opisthokonta","Metazoa","Arthropoda",NA,NA,NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda",NA,NA,NA,NA
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Malacostraca",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Malacostraca",NA,NA
"Eukaryota","Opisthokonta","Fungi","Microsporidiomycota","Microsporidiomycotina","Microsporidiomycotina_X","Enterospora","Enterospora_nucleophila","Eukaryota","Opisthokonta","Fungi","Microsporidiomycota","Microsporidiomycotina","Microsporidiomycotina_X","Enterospora","Enterospora_nucleophila"
"Eukaryota","Opisthokonta","Fungi","Microsporidiomycota","Microsporidiomycotina","Microsporidiomycotina_X",NA,NA,"Eukaryota","Opisthokonta","Fungi","Microsporidiomycota","Microsporidiomycotina","Microsporidiomycotina_X",NA,NA
"Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellarida",NA,NA,NA,"Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellarida",NA,NA,NA
"Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellarida","Pyloniidae-Spongodiscidae","Stylodictya","Stylodictya_sp.","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellarida","Pyloniidae-Spongodiscidae","Stylodictya","Stylodictya_sp."
"Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellarida","Spumellarida-Group-I","Spumellarida-Group-I_X","Spumellarida-Group-I_X_sp.","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellarida","Spumellarida-Group-I","Spumellarida-Group-I_X","Spumellarida-Group-I_X_sp."
"Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Pinus",NA,"Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Pinus",NA
"Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA,"Eukaryota","Archaeplastida","Streptophyta","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"Eukaryota","Archaeplastida","Chlorophyta","Nephroselmidophyceae","Nephroselmidales","Nephroselmidales_X","Nephroselmis","Nephroselmis_pyriformis","Eukaryota","Archaeplastida","Chlorophyta","Nephroselmidophyceae","Nephroselmidales","Nephroselmidales_X","Nephroselmis","Nephroselmis_pyriformis"
"Eukaryota","Archaeplastida","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Chlorodendrales_XX","Chlorodendrales_XX_sp.","Eukaryota","Archaeplastida","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Chlorodendrales_XX","Chlorodendrales_XX_sp."
"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp."
"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp."
"Eukaryota","Rhizaria","Radiolaria","Acantharea","Arthracanthida-Symphyacanthida","Arthracanthida-Symphyacanthida_X","Arthracanthida-Symphyacanthida_XX","Arthracanthida-Symphyacanthida_XX_sp.","Eukaryota","Rhizaria","Radiolaria","Acantharea","Arthracanthida-Symphyacanthida","Arthracanthida-Symphyacanthida_X","Arthracanthida-Symphyacanthida_XX","Arthracanthida-Symphyacanthida_XX_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Strombidium","Strombidium_sp.","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida","Strombidiidae","Strombidium","Strombidium_sp."
"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida",NA,NA,NA,"Eukaryota","Alveolata","Ciliophora","Spirotrichea","Strombidiida",NA,NA,NA
"Eukaryota","Excavata","Discoba","Heterolobosea","Heterolobosea_X","Vahlkampfiidae","Singhamoeba",NA,"Eukaryota","Excavata","Discoba","Heterolobosea","Heterolobosea_X","Vahlkampfiidae","Singhamoeba",NA
"Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonemia-Group-1_X","Telonemia-Group-1_X_sp.","Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonemia-Group-1_X","Telonemia-Group-1_X_sp."
"Eukaryota","Excavata","Discoba","Euglenozoa",NA,NA,NA,NA,"Eukaryota","Excavata","Discoba","Euglenozoa",NA,NA,NA,NA
"Eukaryota","Excavata","Discoba","Euglenozoa","Diplonemea",NA,NA,NA,"Eukaryota","Excavata","Discoba","Euglenozoa","Diplonemea",NA,NA,NA
"Eukaryota","Excavata","Discoba","Euglenozoa","Diplonemea","Diplonemea_X","Diplonemea_XX","Diplonemea_XX_sp.","Eukaryota","Excavata","Discoba","Euglenozoa","Diplonemea","Diplonemea_X","Diplonemea_XX","Diplonemea_XX_sp."
"Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida",NA,NA,NA,"Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastida",NA,NA,NA
"Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellarida","Spumellarida_X","Spumellarida_XX","Spumellarida_XX_sp.","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Spumellarida","Spumellarida_X","Spumellarida_XX","Spumellarida_XX_sp."
"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,"Eukaryota","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA,"Eukaryota","Alveolata",NA,NA,NA,NA,NA,NA
"Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Gregarines_GRE2","Gregarines_GRE2_X","Gregarines_GRE2_XX","Gregarines_GRE2_XX_sp.","Eukaryota","Alveolata","Apicomplexa","Gregarinomorphea","Gregarines_GRE2","Gregarines_GRE2_X","Gregarines_GRE2_XX","Gregarines_GRE2_XX_sp."
"Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1C","MAST-1C_X","MAST-1C_XX","MAST-1C_XX_sp.","Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1C","MAST-1C_X","MAST-1C_XX","MAST-1C_XX_sp."
"Eukaryota","Archaeplastida","Chlorophyta","Prasino-Clade-9","Prasino-Clade-9_X","Prasino-Clade-9_XX","Prasino-Clade-9_XXX","Prasino-Clade-9_XXX_sp.","Eukaryota","Archaeplastida","Chlorophyta","Prasino-Clade-9","Prasino-Clade-9_X","Prasino-Clade-9_XX","Prasino-Clade-9_XXX","Prasino-Clade-9_XXX_sp."
"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia",NA,NA,"Eukaryota","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia",NA,NA
"Eukaryota","Amoebozoa","Conosa",NA,NA,NA,NA,NA,"Eukaryota","Amoebozoa","Conosa",NA,NA,NA,NA,NA
"Eukaryota","Stramenopiles",NA,NA,NA,NA,NA,NA,"Eukaryota","Stramenopiles",NA,NA,NA,NA,NA,NA
"Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Oomycota_XX","Oomycota_XXX","Oomycota_XXX_sp.","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Oomycota_XX","Oomycota_XXX","Oomycota_XXX_sp."
"Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulales","Labyrinthulaceae","Labyrinthulaceae_X","Labyrinthulaceae_X_sp.","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Labyrinthulales","Labyrinthulaceae","Labyrinthulaceae_X","Labyrinthulaceae_X_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros",NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros",NA
"Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Pelagomonadales","Pelagomonadaceae","Aureococcus","Aureococcus_anophagefferens","Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Pelagomonadales","Pelagomonadaceae","Aureococcus","Aureococcus_anophagefferens"
"Eukaryota","Stramenopiles","Ochrophyta","MOCH-5","MOCH-5_X","MOCH-5_XX","MOCH-5_XXX","MOCH-5_XXX_sp.","Eukaryota","Stramenopiles","Ochrophyta","MOCH-5","MOCH-5_X","MOCH-5_XX","MOCH-5_XXX","MOCH-5_XXX_sp."
"Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1A","MAST-1A_X","MAST-1A_XX","MAST-1A_XX_sp.","Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1A","MAST-1A_X","MAST-1A_XX","MAST-1A_XX_sp."
"Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Anoecales","Symbiomonaceae","Symbiomonas","Symbiomonas_scintillans","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Anoecales","Symbiomonaceae","Symbiomonas","Symbiomonas_scintillans"
"Eukaryota","Stramenopiles","Sagenista","MAST-4","MAST-4D","MAST-4D_X","MAST-4D_XX","MAST-4D_XX_sp.","Eukaryota","Stramenopiles","Sagenista","MAST-4","MAST-4D","MAST-4D_X","MAST-4D_XX","MAST-4D_XX_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-H","Chrysophyceae_Clade-H_X","Chrysophyceae_Clade-H_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-H","Chrysophyceae_Clade-H_X","Chrysophyceae_Clade-H_X_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X",NA,NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate",NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Thalassiosira",NA,"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Thalassiosira",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Thalassiosira","Thalassiosira_concaviuscula","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Thalassiosira","Thalassiosira_concaviuscula"
"Eukaryota","Stramenopiles","Sagenista","MAST-9","MAST-9C","MAST-9C_X","MAST-9C_XX","MAST-9C_XX_sp.","Eukaryota","Stramenopiles","Sagenista","MAST-9","MAST-9C","MAST-9C_X","MAST-9C_XX","MAST-9C_XX_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_anastomosans","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Polar-centric-Mediophyceae","Chaetoceros","Chaetoceros_anastomosans"
"Eukaryota","Rhizaria","Radiolaria","Polycystinea","Collodaria","Collodaria_X","Collodaria_XX","Collodaria_XX_sp.","Eukaryota","Rhizaria","Radiolaria","Polycystinea","Collodaria","Collodaria_X","Collodaria_XX","Collodaria_XX_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinellales_X","Pedinellales_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinellales_X","Pedinellales_X_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales",NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales",NA,NA
"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pseudopedinella","Pseudopedinella_elastica"
"Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-G","Chrysophyceae_Clade-G_X","Chrysophyceae_Clade-G_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_Clade-G","Chrysophyceae_Clade-G_X","Chrysophyceae_Clade-G_X_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinella","Pedinella_sp.","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Pedinella","Pedinella_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X",NA,NA,NA,"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X",NA,NA,NA
"Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Rhizochromulinales","Rhizochromulina","Rhizochromulina_marina","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Rhizochromulinales","Rhizochromulina","Rhizochromulina_marina"
"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Dictyochophyceae_XX","Ciliophrys","Ciliophrys_infusionum","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Dictyochophyceae_XX","Ciliophrys","Ciliophrys_infusionum"
"Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Bicoecales","Bicoecaceae","Bicosoeca","Bicosoeca_vacillans","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Bicoecales","Bicoecaceae","Bicosoeca","Bicosoeca_vacillans"
"Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Anoecales","Caecitellaceae","Caecitellus",NA,"Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Anoecales","Caecitellaceae","Caecitellus",NA
"Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_2","Parmales_env_2_X","Parmales_env_2_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_2","Parmales_env_2_X","Parmales_env_2_X_sp."
"Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_H","Stephanoecidae_Group_H_X","Stephanoecidae_Group_H_X_sp.","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_H","Stephanoecidae_Group_H_X","Stephanoecidae_Group_H_X_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Costaria","Costaria_costata","Eukaryota","Stramenopiles","Ochrophyta","Phaeophyceae","Phaeophyceae_X","Phaeophyceae_XX","Costaria","Costaria_costata"
"Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Dictyochales","Dictyochales_X","Dictyochales_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Dictyochophyceae","Dictyochophyceae_X","Dictyochales","Dictyochales_X","Dictyochales_X_sp."
"Eukaryota","Stramenopiles","Sagenista","MAST-10","MAST-10_X","MAST-10_XX","MAST-10_XXX","MAST-10_XXX_sp.","Eukaryota","Stramenopiles","Sagenista","MAST-10","MAST-10_X","MAST-10_XX","MAST-10_XXX","MAST-10_XXX_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_1","Parmales_env_1_X","Parmales_env_1_X_sp.","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_1","Parmales_env_1_X","Parmales_env_1_X_sp."
"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Paracalanus",NA,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Paracalanus",NA
"Eukaryota","Stramenopiles","Ochrophyta","MOCH-2","MOCH-2_X","MOCH-2_XX","MOCH-2_XXX","MOCH-2_XXX_sp.","Eukaryota","Stramenopiles","Ochrophyta","MOCH-2","MOCH-2_X","MOCH-2_XX","MOCH-2_XXX","MOCH-2_XXX_sp."
"Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Pelagophyceae_X","Pelagophyceae_XX","Pelagophyceae_XXX","Pelagophyceae_XXX_sp.","Eukaryota","Stramenopiles","Ochrophyta","Pelagophyceae","Pelagophyceae_X","Pelagophyceae_XX","Pelagophyceae_XXX","Pelagophyceae_XXX_sp."
"Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1B","MAST-1B_X","MAST-1B_XX","MAST-1B_XX_sp.","Eukaryota","Stramenopiles","Pseudofungi","MAST-1","MAST-1B","MAST-1B_X","MAST-1B_XX","MAST-1B_XX_sp."
"Eukaryota","Stramenopiles","Sagenista","MAST-8","MAST-8A","MAST-8A_X","MAST-8A_XX","MAST-8A_XX_sp.","Eukaryota","Stramenopiles","Sagenista","MAST-8","MAST-8A","MAST-8A_X","MAST-8A_XX","MAST-8A_XX_sp."
